1950,1640,2890,794,1400,1530,633,3160,4290,1100,1010,53.5,1330,1390,2200,1070,38.5,1870,2210,1340,1490,0
2110,1570,3400,1170,1600,1960,855,3420,3930,897,980,24.8,1400,1420,1700,1800,220,1520,1890,1350,1660,0
3110,1530,2210,1470,2140,1670,4180,3670,3410,900,1160,16.1,1420,1210,1510,2210,96.5,1390,1280,1500,1680,0
3340,1710,1740,1660,1350,1480,4880,4360,3250,938,1550,12.3,1570,1050,1460,1620,123,1430,1130,1800,1880,0
2570,1700,1050,1860,995,1110,5060,4960,3750,805,1360,14.8,1790,951,1570,1320,47,1610,1020,1030,2140,0
1940,1790,920,1990,771,694,5240,5220,4270,821,1210,19.2,1620,1050,2060,1160,37.1,1970,783,1090,2430,778
2240,3090,744,1380,1020,864,5400,5200,4070,881,855,22.3,1400,1340,1700,954,11.4,2220,800,1300,2600,188
3260,2720,529,1530,928,774,5580,4780,4630,875,741,46.5,1410,1500,1360,690,181,2260,976,808,2690,2.362
2620,2610,642,1840,1310,744,5760,4350,5480,944,720,85.8,1710,1060,1150,396,473,2480,1700,1050,2700,0
1920,3450,628,1810,489,749,5620,4310,5010,805,613,319,2120,1050,1030,385,781,2900,2540,1440,2700,0
1450,3920,764,1550,257,745,5090,4230,4900,930,612,598,2650,907,886,312,1000,3070,3010,1630,2840,0
1350,3770,1250,1250,236,1150,4470,3950,4870,1640,488,707,3960,505,792,310,1120,2750,2830,1440,2950,0
1560,2870,2640,1090,178,1120,3940,3660,4590,978,387,460,4090,372,826,249,1280,2150,2400,1230,3130,0
2060,2520,1610,1040,105,940,3770,3650,4480,822,344,234,4260,236,651,273,1400,1980,2320,1170,3250,0
2460,2110,841,1090,75.7,870,3630,3810,4400,810,271,189,4740,176,663,281,1610,1720,2500,1290,3320,0
2480,1980,510,1680,141,954,3770,4030,4460,823,457,115,4580,179,811,169,1660,1580,2820,1390,3460,0
2510,1730,630,3020,145,1260,4290,3710,4250,912,604,193,4540,517,834,130,2050,1720,2560,1410,3470,0
2710,1590,552,3580,131,1150,4510,3290,4010,1210,1200,226,5040,763,1050,118,2540,1930,2610,1220,3630,0
